Sent,Word,Tag
sent: 1094,sa,Other
sent: 1094,to,Other
sent: 1094,bolo,Other
sent: 1094,",votes",Other
sent: 1094,k,Other
sent: 1094,sath,Other
sent: 1094,mat,Other
sent: 1094,tolo,Other
sent: 1094,JAI,Other
sent: 1094,HIND,Other
""
sent: 1095,Rape,Other
sent: 1095,ki,Other
sent: 1095,saza,Other
sent: 1095,Sabse,Other
sent: 1095,behtareen,Other
sent: 1095,Islam,B-Org
sent: 1095,ne,Other
sent: 1095,batai,Other
sent: 1095,hai,Other
sent: 1095,jo,Other
sent: 1095,aqal,Other
sent: 1095,k,Other
sent: 1095,mutabiq,Other
sent: 1095,bhi,Other
sent: 1095,hai,Other
sent: 1095,",",Other
sent: 1095,beech,Other
sent: 1095,chaurahey,Other
sent: 1095,me,Other
sent: 1095,Patthar,Other
sent: 1095,mar,Other
sent: 1095,mar,Other
sent: 1095,kar,Other
sent: 1095,khatam,Other
sent: 1095,kar,Other
sent: 1095,diya,Other
sent: 1095,jaye.,Other
""
sent: 1096,Delhi,B-Loc
sent: 1096,me,Other
sent: 1096,ek,Other
sent: 1096,nirbhaya,B-Per
sent: 1096,gaing,Other
sent: 1096,raip,Other
sent: 1096,ne,Other
sent: 1096,poora,Other
sent: 1096,India,B-Loc
sent: 1096,ko,Other
sent: 1096,hila,Other
sent: 1096,kr,Other
sent: 1096,rakh,Other
sent: 1096,diya,Other
sent: 1096,"tha,",Other
sent: 1096,ab,Other
sent: 1096,haryana,B-Loc
sent: 1096,me,Other
sent: 1096,hr,Other
sent: 1096,roj,Other
sent: 1096,gaing,Other
sent: 1096,raip,Other
sent: 1096,ho,Other
sent: 1096,rhe,Other
sent: 1096,h.,Other
sent: 1096,Caindal,Other
sent: 1096,March,Other
sent: 1096,wale,Other
sent: 1096,khi,Other
sent: 1096,najar,Other
sent: 1096,nhi,Other
sent: 1096,aa,Other
sent: 1096,rhe,Other
sent: 1096,h.,Other
sent: 1096,Media,Other
sent: 1096,bhi,Other
sent: 1096,so,Other
sent: 1096,rha,Other
sent: 1096,h.,Other
sent: 1096,..,Other
""
sent: 1097,Gau,Other
sent: 1097,mata,Other
sent: 1097,important,Other
sent: 1097,hain,Other
sent: 1097,aurton,Other
sent: 1097,ka,Other
sent: 1097,rape,Other
sent: 1097,hota,Other
sent: 1097,hai,Other
sent: 1097,toh,Other
sent: 1097,koi,Other
sent: 1097,baat,Other
sent: 1097,nahi,Other
""
""
sent: 1099,Yaar,Other
sent: 1099,ajeeb,Other
sent: 1099,aadmi,Other
sent: 1099,ho,Other
sent: 1099,karnataka,B-Loc
sent: 1099,me,Other
sent: 1099,itne,Other
sent: 1099,rape,Other
sent: 1099,hue,Other
sent: 1099,wo,Other
sent: 1099,kya,Other
sent: 1099,rape,Other
sent: 1099,nahi,Other
sent: 1099,"the,",Other
sent: 1099,agar,Other
sent: 1099,rape,Other
sent: 1099,bhi,Other
sent: 1099,rajneeti,Other
sent: 1099,ke,Other
sent: 1099,liye,Other
sent: 1099,use,Other
sent: 1099,karte,Other
sent: 1099,ho,Other
sent: 1099,to,Other
sent: 1099,bada,Other
sent: 1099,dard,Other
sent: 1099,hota,Other
sent: 1099,"hai,",Other
sent: 1099,sirf,B-Org
sent: 1099,bjp,Other
sent: 1099,shashit,Other
sent: 1099,rajyo,Other
sent: 1099,me,Other
sent: 1099,hua,Other
sent: 1099,to,Other
sent: 1099,mudda,Other
sent: 1099,hai,Other
sent: 1099,aur,Other
sent: 1099,tweet,Other
sent: 1099,karo,Other
sent: 1099,varna...Sharm,Other
sent: 1099,karo,Other
sent: 1099,is,Other
sent: 1099,rajneeti,Other
sent: 1099,per...Sabke,Other
sent: 1099,baal,Other
sent: 1099,bachhe,Other
sent: 1099,hai...,Other
""
sent: 1100,@BJP4India,Other
sent: 1100,Modi,B-Per
sent: 1100,Khattar,B-Per
sent: 1100,slogan,Other
sent: 1100,beti,Other
sent: 1100,padhao,Other
sent: 1100,beti,Other
sent: 1100,bachao'.,Other
sent: 1100,In,Other
sent: 1100,practice,Other
sent: 1100,rape,Other
sent: 1100,murder,Other
sent: 1100,honay,Other
sent: 1100,do.,Other
sent: 1100,Nikamba,Other
sent: 1100,baysarm,Other
sent: 1100,ho,Other
sent: 1100,kar,Other
sent: 1100,dekhtay,Other
sent: 1100,raho.,Other
""
sent: 1101,@narendramodi,B-Per
sent: 1101,Rape,Other
sent: 1101,ke,Other
sent: 1101,liye,Other
sent: 1101,kanoon,Other
sent: 1101,banwaiye,Other
sent: 1101,"sir,",Other
sent: 1101,choti,Other
sent: 1101,choti,Other
sent: 1101,bachhiyon,Other
sent: 1101,ko,Other
sent: 1101,maar,Other
sent: 1101,dete,Other
sent: 1101,hain-,Other
sent: 1101,kitna,Other
sent: 1101,dukh,Other
sent: 1101,hota,Other
sent: 1101,hai.,Other
sent: 1101,@mlkhattar,B-Per
""
""
sent: 1103,Yeh,Other
sent: 1103,log,Other
sent: 1103,jo,Other
sent: 1103,bacho,Other
sent: 1103,ka,Other
sent: 1103,rape,Other
sent: 1103,karthe,Other
sent: 1103,hain.,Other
sent: 1103,Wo,Other
sent: 1103,maut,Other
sent: 1103,sy,Other
sent: 1103,nahi,Other
sent: 1103,darthe.,Other
sent: 1103,Jitni,Other
sent: 1103,phansiya,Other
sent: 1103,dalni,Other
sent: 1103,"hai,",Other
sent: 1103,dal,Other
sent: 1103,do.,Other
sent: 1103,Public,B-Org
sent: 1103,men,Other
sent: 1103,b,Other
sent: 1103,karo.,Other
sent: 1103,Leken,Other
sent: 1103,jub,Other
sent: 1103,tuk,Other
sent: 1103,"awareness,",Other
sent: 1103,acceptance,Other
sent: 1103,aur,Other
sent: 1103,taleem,Other
sent: 1103,hasil,Other
sent: 1103,nhi,Other
sent: 1103,hoti,Other
sent: 1103,tub,Other
sent: 1103,tuk,Other
sent: 1103,koi,Other
sent: 1103,real,Other
sent: 1103,social,Other
sent: 1103,progression,Other
sent: 1103,nahi,Other
sent: 1103,hoga.,Other
sent: 1103,#ZainabMurder,Other
sent: 1103,#Kasur,Other
sent: 1103,#ZainabZindaHai,Other
sent: 1103,#zainabansari,B-Per
""
sent: 1104,1947,Other
sent: 1104,to,Other
sent: 1104,2014,Other
sent: 1104,tak,Other
sent: 1104,kyu,Other
sent: 1104,hua,Other
sent: 1104,rape,Other
sent: 1104,aap,Other
sent: 1104,bhi,Other
sent: 1104,jawab,Other
sent: 1104,do.,Other
sent: 1104,Mahila,Other
sent: 1104,empowerment,Other
sent: 1104,ka,Other
sent: 1104,sab,Other
sent: 1104,se,Other
sent: 1104,bada,Other
sent: 1104,problem,Other
sent: 1104,congrees,B-Org
sent: 1104,hai.,Other
sent: 1104,3,Other
sent: 1104,triple,Other
sent: 1104,talak,Other
sent: 1104,lok,Other
sent: 1104,sabha,Other
sent: 1104,m,Other
sent: 1104,pass,Other
sent: 1104,rajya,Other
sent: 1104,sabha,Other
sent: 1104,m,Other
sent: 1104,fale.,Other
sent: 1104,Jo,Other
sent: 1104,apni,Other
sent: 1104,wife,Other
sent: 1104,ko,Other
sent: 1104,instant,Other
sent: 1104,3,Other
sent: 1104,talak,Other
sent: 1104,dega,Other
sent: 1104,woh,Other
sent: 1104,apni,Other
sent: 1104,wife,Other
sent: 1104,ko,Other
sent: 1104,kya,Other
sent: 1104,manta,Other
sent: 1104,hoga.,Other
""
sent: 1105,@prateektv,B-Per
sent: 1105,@PrateektFanClub,Other
sent: 1105,sir,Other
sent: 1105,aaj,Other
sent: 1105,jo,Other
sent: 1105,apne,Other
sent: 1105,question,Other
sent: 1105,pucha,Other
sent: 1105,bahut,Other
sent: 1105,hi,Other
sent: 1105,sensitive,Other
sent: 1105,tha.,Other
sent: 1105,iss,Other
sent: 1105,ka,Other
sent: 1105,answer,Other
sent: 1105,kise,Other
sent: 1105,k,Other
sent: 1105,pas,Other
sent: 1105,nhi,Other
sent: 1105,hai,Other
sent: 1105,but,Other
sent: 1105,"Sir,",Other
sent: 1105,jo,Other
sent: 1105,log,Other
sent: 1105,rape,Other
sent: 1105,mai,Other
sent: 1105,involved,Other
sent: 1105,hote,Other
sent: 1105,hai,Other
sent: 1105,agar,Other
sent: 1105,hum,Other
sent: 1105,unki,Other
sent: 1105,Family,Other
sent: 1105,ka,Other
sent: 1105,bhi,Other
sent: 1105,bicott,Other
sent: 1105,karne,Other
sent: 1105,lage,Other
sent: 1105,tab,Other
sent: 1105,shayad,Other
sent: 1105,kuch,Other
sent: 1105,hoga.bcz,Other
sent: 1105,they,Other
sent: 1105,support,Other
sent: 1105,proof,Other
sent: 1105,hone,Other
sent: 1105,k,Other
sent: 1105,baad,Other
sent: 1105,bhi,Other
""
sent: 1106,Agar,Other
sent: 1106,Government,B-Org
sent: 1106,ne,Other
sent: 1106,Kasur,Other
sent: 1106,men,Other
sent: 1106,1st,Other
sent: 1106,rape,Other
sent: 1106,k,Other
sent: 1106,baad,Other
sent: 1106,he,Other
sent: 1106,action,Other
sent: 1106,lia,Other
sent: 1106,hota,Other
sent: 1106,aur,Other
sent: 1106,Rapist,Other
sent: 1106,ko,Other
sent: 1106,pakarlia,Other
sent: 1106,hota,Other
sent: 1106,to,Other
sent: 1106,itne,Other
sent: 1106,saaray,Other
sent: 1106,bachon,Other
sent: 1106,ki,Other
sent: 1106,zindagi,Other
sent: 1106,khatam,Other
sent: 1106,nahi,Other
sent: 1106,hoti,Other
sent: 1106,#JusticeForZainab,Other
""
sent: 1107,Aur,Other
sent: 1107,Jo,Other
sent: 1107,culprits,Other
sent: 1107,h,Other
sent: 1107,unhe,Other
sent: 1107,jail,Other
sent: 1107,ki,Other
sent: 1107,wajah,Other
sent: 1107,public,B-Org
sent: 1107,me,Other
sent: 1107,de,Other
sent: 1107,dia,Other
sent: 1107,jae,Other
sent: 1107,saja,Other
sent: 1107,ke,Other
sent: 1107,liye,Other
""
sent: 1108,Kaunse,Other
sent: 1108,video,Other
sent: 1108,mein?,Other
sent: 1108,CD,Other
sent: 1108,waale,Other
sent: 1108,video,Other
sent: 1108,mein,Other
sent: 1108,to,Other
sent: 1108,rape,Other
sent: 1108,hai,Other
sent: 1108,humor,Other
sent: 1108,nahi.,Other
sent: 1108,Bechari,Other
sent: 1108,majboor,Other
sent: 1108,wakil,Other
sent: 1108,ko,Other
sent: 1108,promotion,Other
sent: 1108,ki,Other
sent: 1108,gajar,Other
sent: 1108,latka,Other
sent: 1108,ke,Other
sent: 1108,rape,Other
sent: 1108,kar,Other
sent: 1108,raha,Other
sent: 1108,hai,Other
sent: 1108,Manu,B-Per
sent: 1108,Singhvi.,I-Per
""
sent: 1109,Rapisto,Other
sent: 1109,ko,Other
sent: 1109,sab,Other
sent: 1109,ke,Other
sent: 1109,samne,Other
sent: 1109,mar,Other
sent: 1109,kyu,Other
sent: 1109,nahi,Other
sent: 1109,diya,Other
sent: 1109,jata,Other
sent: 1109,esa,Other
sent: 1109,karoge,Other
sent: 1109,tabhi,Other
sent: 1109,rape,Other
sent: 1109,kam,Other
sent: 1109,ho,Other
sent: 1109,jayege,Other
""
sent: 1110,Hariyana,B-Loc
sent: 1110,mein,Other
sent: 1110,ek,Other
sent: 1110,din,Other
sent: 1110,3,Other
sent: 1110,rape,Other
sent: 1110,aur,Other
sent: 1110,#DALALMEDIA,Other
sent: 1110,MEDIA,B-Org
sent: 1110,modiki,B-Per
sent: 1110,jhappi,Other
sent: 1110,per,Other
sent: 1110,debate,Other
sent: 1110,kar,Other
sent: 1110,rha,Other
sent: 1110,hai,Other
sent: 1110,aur,Other
sent: 1110,kahttar,B-Per
sent: 1110,baba,Other
sent: 1110,so,Other
sent: 1110,rhe,Other
sent: 1110,hai,Other
sent: 1110,kisi,Other
sent: 1110,dasi,Other
sent: 1110,ke,Other
sent: 1110,Saath,Other
""
sent: 1111,@prateektv,B-Per
sent: 1111,amitabh,B-Per
sent: 1111,bachan,I-Per
sent: 1111,sir,Other
sent: 1111,ne,Other
sent: 1111,twitter,B-Org
sent: 1111,par,Other
sent: 1111,ek,Other
sent: 1111,kawita,Other
sent: 1111,dali,Other
sent: 1111,hai,Other
sent: 1111,kya,Other
sent: 1111,karoon,Other
sent: 1111,sambedna,Other
sent: 1111,leke.,Other
sent: 1111,Mai,Other
sent: 1111,@narendramodi,B-Per
sent: 1111,jee,Other
sent: 1111,se,Other
sent: 1111,aur,Other
sent: 1111,unke,Other
sent: 1111,pure,Other
sent: 1111,party,B-Org
sent: 1111,se,Other
sent: 1111,puchhta,Other
sent: 1111,hoon,Other
sent: 1111,kya,Other
sent: 1111,karu,Other
sent: 1111,sambedna,Other
sent: 1111,leke.,Other
""
sent: 1112,Aur,Other
sent: 1112,nirbhaya,B-Per
sent: 1112,kand,Other
sent: 1112,main,Other
sent: 1112,sahab,Other
sent: 1112,dedbody,Other
sent: 1112,ko,Other
sent: 1112,lekar,Other
sent: 1112,abroad,Other
sent: 1112,bhag,Other
sent: 1112,Gaye.,Other
sent: 1112,India,B-Loc
sent: 1112,ko,Other
sent: 1112,aisa,Other
sent: 1112,bana,Other
sent: 1112,rakha,Other
sent: 1112,tha,Other
sent: 1112,ki,Other
sent: 1112,us,Other
sent: 1112,leave,Other
sent: 1112,ka,Other
sent: 1112,koi,Other
sent: 1112,hospital,B-Org
sent: 1112,nahi,Other
sent: 1112,Tha,Other
sent: 1112,Delhi,B-Loc
sent: 1112,main.,Other
""
sent: 1113,Hariyana,B-Loc
sent: 1113,mein,Other
sent: 1113,ek,Other
sent: 1113,din,Other
sent: 1113,mein,Other
sent: 1113,teen,Other
sent: 1113,rape,Other
sent: 1113,khattar,B-Per
sent: 1113,baba,Other
sent: 1113,so,Other
sent: 1113,rhe,Other
sent: 1113,hai,Other
sent: 1113,aur,Other
sent: 1113,#DALALMEDIA,Other
sent: 1113,modi,B-Per
sent: 1113,ki,Other
sent: 1113,jhappi,Other
sent: 1113,per,Other
sent: 1113,debate,Other
sent: 1113,kar,Other
sent: 1113,rhe,Other
sent: 1113,hai,Other
sent: 1113,ye,Other
sent: 1113,hai,Other
sent: 1113,inka,Other
sent: 1113,beti,Other
sent: 1113,bacchao,Other
sent: 1113,abhiyan.,Other
sent: 1113,Nirbhaya,B-Per
sent: 1113,Again!,Other
""
sent: 1114,badi,Other
sent: 1114,sabhya,Other
sent: 1114,languge,Other
sent: 1114,hai.,Other
sent: 1114,Rape,Other
sent: 1114,jaisi,Other
sent: 1114,term,Other
sent: 1114,ko,Other
sent: 1114,use,Other
sent: 1114,karne,Other
sent: 1114,se,Other
sent: 1114,pehle,Other
sent: 1114,ek,Other
sent: 1114,baari,Other
sent: 1114,soch,Other
sent: 1114,liya,Other
sent: 1114,karo,Other
""
sent: 1115,Kiyun,Other
sent: 1115,be,Other
sent: 1115,cutter,Other
sent: 1115,Apni,Other
sent: 1115,Maata,Other
sent: 1115,ki,Other
sent: 1115,sewa,Other
sent: 1115,presionsers,Other
sent: 1115,se,Other
sent: 1115,Karwao,Other
sent: 1115,ge,Other
sent: 1115,Khud,Other
sent: 1115,Nahi,Other
sent: 1115,Kar,Other
sent: 1115,Sakte,Other
sent: 1115,?,Other
sent: 1115,Yehi,Other
sent: 1115,woh,Other
sent: 1115,log,Other
sent: 1115,Hain,Other
sent: 1115,Jo,Other
sent: 1115,desh,B-Org
sent: 1115,hit,Other
sent: 1115,main,Other
sent: 1115,Biwi,Other
sent: 1115,Aur,Other
sent: 1115,Maa,Other
sent: 1115,ko,Other
sent: 1115,Chor,Other
sent: 1115,ker,Other
sent: 1115,Bhag,Other
sent: 1115,Jate,Other
sent: 1115,Hain,Other
sent: 1115,bc,Other
sent: 1115,Maa,Other
sent: 1115,ko,Other
sent: 1115,Bhi,Other
sent: 1115,politics,Other
sent: 1115,k,Other
sent: 1115,Liye,Other
sent: 1115,use,Other
sent: 1115,karte,Other
sent: 1115,notebandi,Other
sent: 1115,n,Other
sent: 1115,GauMaa,Other
sent: 1115,haryana,B-Loc
sent: 1115,waloun,Other
sent: 1115,chori,Other
sent: 1115,Karo,Other
sent: 1115,rape,Other
sent: 1115,Karo,Other
sent: 1115,Murder,Other
sent: 1115,Karo,Other
sent: 1115,u,Other
sent: 1115,HV,Other
sent: 1115,GaumAa,Other
""
sent: 1116,Ye,Other
sent: 1116,saale,Other
sent: 1116,humanity,Other
sent: 1116,ki,Other
sent: 1116,baat,Other
sent: 1116,krte,Other
sent: 1116,h,Other
sent: 1116,pr,Other
sent: 1116,jb,Other
sent: 1116,ek,Other
sent: 1116,Palestinian,B-Org
sent: 1116,bolta,Other
sent: 1116,h,Other
sent: 1116,ki,Other
sent: 1116,hum,Other
sent: 1116,Israel,B-Loc
sent: 1116,ko,Other
sent: 1116,bandhi,Other
sent: 1116,bna,Other
sent: 1116,kr,Other
sent: 1116,unki,Other
sent: 1116,aurto,Other
sent: 1116,ke,Other
sent: 1116,sath,Other
sent: 1116,rape,Other
sent: 1116,krenge,Other
sent: 1116,tb,Other
sent: 1116,kuch,Other
sent: 1116,nhi,Other
sent: 1116,hota....,Other
sent: 1116,Aise,Other
sent: 1116,he,Other
sent: 1116,ye,Other
sent: 1116,kashmir,B-Loc
sent: 1116,mudde,Other
sent: 1116,pe,Other
sent: 1116,krte,Other
sent: 1116,h...,Other
sent: 1116,Ye,Other
sent: 1116,kbhi,Other
sent: 1116,desh,B-Org
sent: 1116,ke,Other
sent: 1116,nhi,Other
sent: 1116,huye,Other
sent: 1116,na,Other
sent: 1116,honge,Other
""
sent: 1117,wahi,Other
sent: 1117,ravish,B-Per
sent: 1117,jo,Other
sent: 1117,westbengal,B-Loc
sent: 1117,m,Other
sent: 1117,nun,Other
sent: 1117,rape,Other
sent: 1117,case,Other
sent: 1117,mai,Other
sent: 1117,rss,B-Org
sent: 1117,ka,Other
sent: 1117,naam,Other
sent: 1117,le,Other
sent: 1117,kar,Other
sent: 1117,ro,Other
sent: 1117,raha,Other
sent: 1117,"tha,",Other
sent: 1117,aur,Other
sent: 1117,jab,Other
sent: 1117,asli,Other
sent: 1117,gunehgar,Other
sent: 1117,ka,Other
sent: 1117,naampata,Other
sent: 1117,chala,Other
sent: 1117,to,Other
sent: 1117,silent,Other
sent: 1117,mode,Other
sent: 1117,mai,Other
sent: 1117,"gaya,",Other
sent: 1117,wahi,Other
sent: 1117,ravish,B-Per
sent: 1117,jo,Other
sent: 1117,dadri,B-Loc
sent: 1117,mai,Other
sent: 1117,"roya,",Other
sent: 1117,lekin,Other
sent: 1117,malda,B-Loc
sent: 1117,porniya,B-Loc
sent: 1117,mai,Other
sent: 1117,chup,Other
sent: 1117,raha?,Other
sent: 1117,wahi,Other
sent: 1117,ravish,B-Per
sent: 1117,jo,Other
sent: 1117,karnatak,B-Loc
sent: 1117,punjab,B-Loc
sent: 1117,k,Other
sent: 1117,kisano,Other
sent: 1117,k,Other
sent: 1117,suiciede,Other
sent: 1117,per,Other
sent: 1117,chup,Other
sent: 1117,raha?,Other
""
sent: 1118,ye,Other
sent: 1118,sab,Other
sent: 1118,twitter,B-Org
sent: 1118,per,Other
sent: 1118,naam,Other
sent: 1118,k,Other
sent: 1118,aage,Other
sent: 1118,rajput,B-Org
sent: 1118,lagane,Other
sent: 1118,se,Other
sent: 1118,kuch,Other
sent: 1118,nhi,Other
sent: 1118,hota,Other
sent: 1118,agar,Other
sent: 1118,tumlog,Other
sent: 1118,asal,Other
sent: 1118,rajput,B-Org
sent: 1118,ki,Other
sent: 1118,paidaish,Other
sent: 1118,ho,Other
sent: 1118,to,Other
sent: 1118,rape,Other
sent: 1118,k,Other
sent: 1118,against,Other
sent: 1118,protest,Other
sent: 1118,karo,Other
sent: 1118,n,Other
sent: 1118,i,Other
sent: 1118,knw,Other
sent: 1118,ki,Other
sent: 1118,tumoog,Other
sent: 1118,nhi_kroge,Other
sent: 1118,cz,Other
sent: 1118,tum,Other
sent: 1118,khud,Other
sent: 1118,ladkiyo,Other
sent: 1118,ki,Other
sent: 1118,respect,Other
sent: 1118,nhi,Other
sent: 1118,krte...,Other
""
sent: 1119,Tere,Other
sent: 1119,liye,Other
sent: 1119,rape,Other
sent: 1119,toh,Other
sent: 1119,sirf,Other
sent: 1119,muslim,B-Org
sent: 1119,ladkiyona,Other
sent: 1119,ka,Other
sent: 1119,he,Other
sent: 1119,hota,Other
sent: 1119,hai,Other
sent: 1119,hindu,B-Org
sent: 1119,ladki,Other
sent: 1119,ka,Other
sent: 1119,rape,Other
sent: 1119,rape,Other
sent: 1119,nahi,Other
sent: 1119,hota,Other
sent: 1119,sharam,Other
sent: 1119,aati,Other
sent: 1119,hai,Other
sent: 1119,mujhe,Other
sent: 1119,tere,Other
sent: 1119,jaisi,Other
sent: 1119,ladki,Other
sent: 1119,pe,Other
sent: 1119,jo,Other
sent: 1119,rape,Other
sent: 1119,me,Other
sent: 1119,bhi,Other
sent: 1119,sirf,Other
sent: 1119,muslim,B-Org
sent: 1119,dalit,Other
sent: 1119,hindu,B-Org
sent: 1119,dekhti,Other
sent: 1119,hai,Other
""
sent: 1120,Koe,Other
sent: 1120,nai,Other
sent: 1120,roke,Other
sent: 1120,ga,Other
sent: 1120,PML-N,Other
sent: 1120,ko,Other
sent: 1120,child,Other
sent: 1120,"abusing,",Other
sent: 1120,"rape,",Other
sent: 1120,murder,Other
sent: 1120,"se,",Other
sent: 1120,corruption,Other
sent: 1120,"se,",Other
sent: 1120,Rupee,Other
sent: 1120,ki,Other
sent: 1120,value,Other
sent: 1120,girane,Other
sent: 1120,"se,",Other
sent: 1120,educational,Other
sent: 1120,system,Other
sent: 1120,tabbah,Other
sent: 1120,karne,Other
sent: 1120,"se,",Other
sent: 1120,galiyaan,Other
sent: 1120,dene,Other
sent: 1120,"se,",Other
sent: 1120,law,Other
sent: 1120,enforcement,Other
sent: 1120,tabah,Other
sent: 1120,karne,Other
sent: 1120,"se,",Other
sent: 1120,Modi,B-Per
sent: 1120,ko,Other
sent: 1120,call,Other
sent: 1120,kar,Other
sent: 1120,k,Other
sent: 1120,LOC,B-Loc
sent: 1120,ki,Other
sent: 1120,khelaf,Other
sent: 1120,warzi,Other
sent: 1120,karne,Other
sent: 1120,"se,",Other
sent: 1120,or,Other
sent: 1120,Pakistan,B-Loc
sent: 1120,ko,Other
sent: 1120,sab,Other
sent: 1120,k,Other
sent: 1120,samny,Other
sent: 1120,bhikari,Other
sent: 1120,dikhane,Other
sent: 1120,se,Other
""
sent: 1121,agar,Other
sent: 1121,dam,Other
sent: 1121,h,Other
sent: 1121,to,Other
sent: 1121,aajj,Other
sent: 1121,7,Other
sent: 1121,baje,Other
sent: 1121,debate,Other
sent: 1121,ker,Other
sent: 1121,3,Other
sent: 1121,girl,Other
sent: 1121,ke,Other
sent: 1121,sath,Other
sent: 1121,hua,Other
sent: 1121,rape,Other
sent: 1121,pur,Other
sent: 1121,24,Other
sent: 1121,ghante,Other
sent: 1121,me,Other
sent: 1121,hariyana,B-Loc
sent: 1121,me,Other
sent: 1121,jo,Other
sent: 1121,hua,Other
sent: 1121,h,Other
sent: 1121,ya,Other
sent: 1121,phir,Other
sent: 1121,abhi,Other
sent: 1121,bhi,Other
sent: 1121,talve,Other
sent: 1121,chatne,Other
""
sent: 1122,deepak,B-Per
sent: 1122,g,I-Per
sent: 1122,aaj,Other
sent: 1122,kya,Other
sent: 1122,5,Other
sent: 1122,baje,Other
sent: 1122,debate,Other
sent: 1122,me,Other
sent: 1122,3,Other
sent: 1122,bachiyo,Other
sent: 1122,se,Other
sent: 1122,rape,Other
sent: 1122,hua,Other
sent: 1122,h,Other
sent: 1122,hariyana,B-Loc
sent: 1122,me,Other
sent: 1122,kya,Other
sent: 1122,us,Other
sent: 1122,pur,Other
sent: 1122,debate,Other
sent: 1122,keroge,Other
sent: 1122,kya,Other
""
sent: 1123,Hindustan,B-Loc
sent: 1123,ka,Other
sent: 1123,durbhagya,Other
sent: 1123,dekhie-,Other
sent: 1123,yaha,Other
sent: 1123,rape,Other
sent: 1123,pidit.....,Other
sent: 1123,logo,Other
sent: 1123,ki,Other
sent: 1123,najro,Other
sent: 1123,me,Other
sent: 1123,gir,Other
sent: 1123,jati,Other
sent: 1123,hai,Other
sent: 1123,aur,Other
sent: 1123,porn,Other
sent: 1123,star,Other
sent: 1123,logo,Other
sent: 1123,k,Other
sent: 1123,dilo,Other
sent: 1123,par,Other
sent: 1123,raj,Other
sent: 1123,krti,Other
sent: 1123,h....,Other
""
sent: 1124,hariyana,B-Loc
sent: 1124,me,Other
sent: 1124,tumhare,Other
sent: 1124,akaon,Other
sent: 1124,ki,Other
sent: 1124,hi,Other
sent: 1124,sarkar,Other
sent: 1124,hai,Other
sent: 1124,jahan,Other
sent: 1124,ladkiyon,Other
sent: 1124,ka,Other
sent: 1124,rape,Other
sent: 1124,aur,Other
sent: 1124,murder,Other
sent: 1124,ho,Other
sent: 1124,rahe,Other
sent: 1124,hain,Other
sent: 1124,us,Other
sent: 1124,par,Other
sent: 1124,debate,Other
sent: 1124,nahi,Other
sent: 1124,karoge,Other
""
sent: 1125,Agar,Other
sent: 1125,aapko,Other
sent: 1125,rape,Other
sent: 1125,par,Other
sent: 1125,rajneeti,Other
sent: 1125,krne,Other
sent: 1125,se,Other
sent: 1125,phursat,Other
sent: 1125,mil,Other
sent: 1125,jaaye,Other
sent: 1125,to,Other
sent: 1125,kabi,Other
sent: 1125,karnataka,B-Loc
sent: 1125,me,Other
sent: 1125,ho,Other
sent: 1125,rahe,Other
sent: 1125,gang,Other
sent: 1125,rape,Other
sent: 1125,par,Other
sent: 1125,bhi,Other
sent: 1125,kabhi,Other
sent: 1125,kuch,Other
sent: 1125,bol,Other
sent: 1125,diya,Other
sent: 1125,kijiye,Other
sent: 1125,?,Other
""
sent: 1126,Bilkul,Other
sent: 1126,sahi,Other
sent: 1126,baat,Other
sent: 1126,hain...,Other
sent: 1126,par,Other
sent: 1126,agar,Other
sent: 1126,AAP,Other
sent: 1126,ke,Other
sent: 1126,paas,Other
sent: 1126,police,B-Org
sent: 1126,ka,Other
sent: 1126,power,Other
sent: 1126,nahi,Other
sent: 1126,hain,Other
sent: 1126,tho,Other
sent: 1126,unhe,Other
sent: 1126,kyu,Other
sent: 1126,zimmedari,Other
sent: 1126,tehrana,Other
sent: 1126,agar,Other
sent: 1126,rape,Other
sent: 1126,jaise,Other
sent: 1126,gandi,Other
sent: 1126,ghatna,Other
sent: 1126,ho...,Other
sent: 1126,AAP,Other
sent: 1126,ke,Other
sent: 1126,paas,Other
sent: 1126,sirf,Other
sent: 1126,"education,",Other
sent: 1126,bijli,Other
sent: 1126,paani,Other
sent: 1126,aur,Other
sent: 1126,roads,Other
sent: 1126,par,Other
sent: 1126,hak,Other
sent: 1126,hain,Other
sent: 1126,aur,Other
sent: 1126,unhone,Other
sent: 1126,saare,Other
sent: 1126,par,Other
sent: 1126,behtar,Other
sent: 1126,kaam,Other
sent: 1126,tho,Other
sent: 1126,dikhaya,Other
sent: 1126,hain,Other
""
sent: 1127,Nirbhaya,B-Per
sent: 1127,kand,Other
sent: 1127,kiske,Other
sent: 1127,shasankaal,Other
sent: 1127,me,Other
sent: 1127,hua,Other
sent: 1127,tha,Other
sent: 1127,wo,Other
sent: 1127,bhi,Other
sent: 1127,Capital,B-Loc
sent: 1127,Delhi,I-Loc
sent: 1127,me,Other
sent: 1127,....UPA,B-Org
sent: 1127,aur,Other
sent: 1127,Congress,B-Org
sent: 1127,ki,Other
sent: 1127,Sheila,B-Per
sent: 1127,Dixit,I-Per
sent: 1127,Sarkaar,Other
sent: 1127,ke,Other
sent: 1127,naak,Other
sent: 1127,ke,Other
sent: 1127,neeche...,Other
sent: 1127,ek,Other
sent: 1127,Shehar,Other
sent: 1127,jaise,Other
sent: 1127,state,Other
sent: 1127,ko,Other
